,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
735,eth,3.2.1(1/1),0.0,0,2
736,eth,3.2.2(1/1),25.0,1,3
737,eth,4,0.0,0,1
738,eth,4(1/1),3.076923076923077,2,63
739,eth,4.1(1/1),0.0,0,1
740,eth,4.1.i1.1.1(1/1),0.0,0,2
741,eth,4.1.i1.1.1.1,11.11111111111111,1,8
742,eth,4.1.i1.1.1.1(1/1),8.617234468937875,43,456
743,eth,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",20.0,1,4
744,eth,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",33.333333333333336,1,2
745,eth,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",100.0,3,0
746,eth,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
747,eth,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
748,eth,4.1.i1.1.1.2(1/1),0.0,0,7
749,eth,4.1.i1.1.2(1/1),0.0,0,5
750,eth,4.1.i1.2.1,0.0,0,31
751,eth,4.1.i1.2.1(1/1),25.252525252525253,50,148
752,eth,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
753,eth,4.1.i1.2.2(1/1),0.0,0,5
754,eth,4.1.i2.1(1/1),0.0,0,21
755,eth,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
756,eth,4.1.i2.2(1/1),50.0,1,1
757,eth,4.2.1.1.1.1.1.1.i1,0.0,0,4
758,eth,4.2.1.1.1.1.1.1.i1(1/1),6.903353057199211,35,472
759,eth,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
760,eth,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
761,eth,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
762,eth,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",100.0,1,0
763,eth,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
764,eth,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
765,eth,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
766,eth,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
767,eth,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
768,eth,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",100.0,1,0
769,eth,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
770,eth,4.2.1.1.1.1.1.1.i2,0.0,0,13
771,eth,4.2.1.1.1.1.1.1.i2(1/1),1.1111111111111112,1,89
772,eth,4.2.1.1.1.1.1.2(1/1),0.0,0,1
773,eth,4.2.1.1.1.1.2(1/1),0.0,0,36
774,eth,4.2.1.1.1.2.1.1.1.1.1(1/1),4.761904761904762,1,20
775,eth,4.2.1.1.1.2.1.1.1.1.2(1/1),0.0,0,10
776,eth,4.2.1.1.1.2.1.1.2(1/1),0.0,0,29
777,eth,4.2.1.1.1.2.1.2(1/1),0.0,0,2
778,eth,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
779,eth,4.2.1.1.1.2.2.1.1.1.1(1/1),0.0,0,8
780,eth,4.2.1.1.1.2.2.1.1.1.2(1/1),37.5,3,5
781,eth,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
782,eth,4.2.1.1.1.2.2.1.1.2(1/1),33.333333333333336,1,2
783,eth,4.2.1.1.1.2.2.1.2(1/1),0.0,0,8
784,eth,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",0.0,0,1
785,eth,4.2.1.1.1.2.2.2(1/1),0.0,0,1
786,eth,4.2.1.1.2,0.0,0,1
787,eth,4.2.1.1.2(1/1),6.25,8,120
788,eth,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
789,eth,4.2.1.2.1.1(1/1),0.0,0,1
790,eth,4.2.1.2.1.1.i1,50.0,3,3
791,eth,4.2.1.2.1.1.i1(1/1),5.555555555555555,7,119
792,eth,4.2.1.2.1.1.i2,0.0,0,1
793,eth,4.2.1.2.1.1.i2(1/1),22.22222222222222,2,7
794,eth,4.2.1.2.1.1.i3(1/1),0.0,0,1
795,eth,4.2.1.2.1.1.i3.1,22.22222222222222,2,7
796,eth,4.2.1.2.1.1.i3.1(1/1),47.76119402985075,64,70
797,eth,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",0.0,0,1
798,eth,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
799,eth,4.2.1.2.1.1.i3.2,50.0,1,1
800,eth,4.2.1.2.1.1.i3.2(1/1),17.431192660550458,19,90
801,eth,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
802,eth,4.2.1.2.1.1.i4.1,46.15384615384615,12,14
803,eth,4.2.1.2.1.1.i4.1(1/1),24.587155963302752,134,411
804,eth,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
805,eth,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
806,eth,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",100.0,1,0
807,eth,4.2.1.2.1.1.i4.2(1/1),0.0,0,6
808,eth,4.2.1.2.1.2(1/1),25.0,1,3
809,eth,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
810,eth,4.2.1.2.2.1(1/1),0.0,0,3
811,eth,4.2.1.2.2.1.1,89.47368421052632,17,2
812,eth,4.2.1.2.2.1.1(1/1),15.625,20,108
813,eth,4.2.1.2.2.1.2,0.0,0,2
814,eth,4.2.1.2.2.1.2(1/1),0.0,0,22
815,eth,4.2.1.2.2.2(1/1),3.125,4,124
816,eth,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
817,eth,4.2.2(1/1),3.3333333333333335,1,29
818,eth,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
819,eth,4.2.2.1,50.0,1,1
820,eth,4.2.2.1(1/1),3.7037037037037037,1,26
821,eth,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
822,eth,4.2.2.2.1(1/1),77.69423558897243,310,89
823,eth,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
824,eth,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",88.88888888888889,8,1
825,eth,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
826,eth,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",100.0,2,0
827,eth,4.2.2.2.2(1/1),1.2578616352201257,2,157
828,eth,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,2
829,eth,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
830,eth,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
831,eth,5(1/1),0.0,0,1
832,eth,6(1/1),0.0,0,5
833,eth,nan,0.0,0,28
834,eth,unfilled,31.08108108108108,23,51
835,inh,1.1(1/1),33.333333333333336,1,2
836,inh,"1.1(1/1),4(1/1)",0.0,0,1
837,inh,1.1.1.1.1(1/1),28.571428571428573,8,20
838,inh,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",66.66666666666667,2,1
839,inh,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
840,inh,1.1.1.2(1/1),20.0,11,44
841,inh,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
842,inh,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
843,inh,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
844,inh,1.1.2,0.0,0,2
845,inh,1.1.2(1/1),25.149700598802394,42,125
846,inh,"1.1.2(1/1),2.2.1.1.1(1/1)",0.0,0,2
847,inh,"1.1.2(1/1),4(1/1)",0.0,0,1
848,inh,1.2.1.1.1(1/1),20.689655172413794,6,23
849,inh,1.2.1.1.2(1/1),42.857142857142854,3,4
850,inh,1.2.1.2(1/1),100.0,1,0
851,inh,"1.2.2(1/1),4(1/1)",0.0,0,2
852,inh,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
853,inh,1.2.2.1,100.0,2,0
854,inh,1.2.2.1(1/1),43.05555555555556,31,41
855,inh,"1.2.2.1(1/1),1.1.2(1/1)",100.0,1,0
856,inh,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
857,inh,"1.2.2.1(1/1),4(1/1)",0.0,0,1
858,inh,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
859,inh,1.2.2.2,0.0,0,15
860,inh,1.2.2.2(1/1),50.0,2,2
861,inh,2.1(1/1),80.0,4,1
862,inh,2.2.1,0.0,0,1
863,inh,2.2.1(1/1),50.0,1,1
864,inh,2.2.1.1(1/1),0.0,0,2
865,inh,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",33.333333333333336,1,2
866,inh,"2.2.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
867,inh,2.2.1.1.1,30.434782608695652,7,16
868,inh,2.2.1.1.1(1/1),40.560033941450996,956,1401
869,inh,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",100.0,1,0
870,inh,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
871,inh,"2.2.1.1.1(1/1),4(1/1)",0.0,0,2
872,inh,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
873,inh,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
874,inh,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
875,inh,2.2.1.1.1.i1(1/1),22.22222222222222,2,7
876,inh,2.2.1.1.1.i2(1/1),30.0,3,7
877,inh,2.2.1.1.1.i3(1/1),49.354005167958654,382,392
878,inh,2.2.1.1.2,0.0,0,1
879,inh,2.2.1.1.2(1/1),21.62162162162162,16,58
880,inh,2.2.1.2(1/1),71.42857142857143,5,2
881,inh,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
882,inh,2.2.2,98.03921568627452,50,1
883,inh,2.2.2(1/1),71.5,143,57
884,inh,"2.2.2(1/1),3.2.2(1/1)",100.0,1,0
885,inh,"2.2.2,2.2.1.1.1",0.0,0,1
886,inh,3(1/1),0.0,0,3
887,inh,"3(1/1),4(1/1)",0.0,0,1
888,inh,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
889,inh,3.1(1/1),0.0,0,5
890,inh,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
891,inh,3.1.1,0.0,0,3
892,inh,3.1.1(1/1),48.425196850393704,123,131
893,inh,"3.1.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
894,inh,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",100.0,1,0
895,inh,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
896,inh,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",100.0,1,0
897,inh,3.1.1.i1,0.0,0,1
898,inh,3.1.1.i1(1/1),48.148148148148145,13,14
899,inh,3.1.1.i2(1/1),32.608695652173914,15,31
900,inh,3.1.2(1/1),25.0,1,3
901,inh,3.2(1/1),0.0,0,1
902,inh,3.2.1(1/1),0.0,0,2
903,inh,3.2.2(1/1),25.0,1,3
904,inh,4,100.0,1,0
905,inh,4(1/1),30.76923076923077,20,45
906,inh,4.1(1/1),0.0,0,1
907,inh,4.1.i1.1.1(1/1),0.0,0,2
908,inh,4.1.i1.1.1.1,44.44444444444444,4,5
