,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
1962,rif,4.2.1.2.1.1.i2(1/1),77.77777777777777,7,2
1963,rif,4.2.1.2.1.1.i3(1/1),100.0,1,0
1964,rif,4.2.1.2.1.1.i3.1,22.22222222222222,2,7
1965,rif,4.2.1.2.1.1.i3.1(1/1),68.65671641791045,92,42
1966,rif,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
1967,rif,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
1968,rif,4.2.1.2.1.1.i3.2,0.0,0,2
1969,rif,4.2.1.2.1.1.i3.2(1/1),33.944954128440365,37,72
1970,rif,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1971,rif,4.2.1.2.1.1.i4.1,46.15384615384615,12,14
1972,rif,4.2.1.2.1.1.i4.1(1/1),46.60550458715596,254,291
1973,rif,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1974,rif,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
1975,rif,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",100.0,1,0
1976,rif,4.2.1.2.1.1.i4.2(1/1),66.66666666666667,4,2
1977,rif,4.2.1.2.1.2(1/1),50.0,2,2
1978,rif,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1979,rif,4.2.1.2.2.1(1/1),33.333333333333336,1,2
1980,rif,4.2.1.2.2.1.1,94.73684210526316,18,1
1981,rif,4.2.1.2.2.1.1(1/1),55.46875,71,57
1982,rif,4.2.1.2.2.1.2,0.0,0,2
1983,rif,4.2.1.2.2.1.2(1/1),13.636363636363637,3,19
1984,rif,4.2.1.2.2.2(1/1),13.28125,17,111
1985,rif,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
1986,rif,4.2.2(1/1),73.33333333333333,22,8
1987,rif,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
1988,rif,4.2.2.1,50.0,1,1
1989,rif,4.2.2.1(1/1),25.925925925925927,7,20
1990,rif,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
1991,rif,4.2.2.2.1(1/1),82.45614035087719,329,70
1992,rif,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
1993,rif,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",100.0,9,0
1994,rif,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
1995,rif,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",50.0,1,1
1996,rif,4.2.2.2.2(1/1),4.40251572327044,7,152
1997,rif,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,2,0
1998,rif,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
1999,rif,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2000,rif,5(1/1),0.0,0,1
2001,rif,6(1/1),20.0,1,4
2002,rif,nan,3.5714285714285716,1,27
2003,rif,unfilled,75.67567567567568,56,18
2004,str,1.1(1/1),33.333333333333336,1,2
2005,str,"1.1(1/1),4(1/1)",0.0,0,1
2006,str,1.1.1.1.1(1/1),28.571428571428573,8,20
2007,str,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",66.66666666666667,2,1
2008,str,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2009,str,1.1.1.2(1/1),9.090909090909092,5,50
2010,str,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
2011,str,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2012,str,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
2013,str,1.1.2,50.0,1,1
2014,str,1.1.2(1/1),14.37125748502994,24,143
2015,str,"1.1.2(1/1),2.2.1.1.1(1/1)",100.0,2,0
2016,str,"1.1.2(1/1),4(1/1)",0.0,0,1
2017,str,1.2.1.1.1(1/1),31.03448275862069,9,20
2018,str,1.2.1.1.2(1/1),14.285714285714286,1,6
2019,str,1.2.1.2(1/1),100.0,1,0
2020,str,"1.2.2(1/1),4(1/1)",0.0,0,2
2021,str,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2022,str,1.2.2.1,100.0,2,0
2023,str,1.2.2.1(1/1),29.166666666666668,21,51
2024,str,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
2025,str,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
2026,str,"1.2.2.1(1/1),4(1/1)",0.0,0,1
2027,str,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2028,str,1.2.2.2,0.0,0,15
2029,str,1.2.2.2(1/1),0.0,0,4
2030,str,2.1(1/1),60.0,3,2
2031,str,2.2.1,0.0,0,1
2032,str,2.2.1(1/1),0.0,0,2
2033,str,2.2.1.1(1/1),0.0,0,2
2034,str,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,3,0
2035,str,"2.2.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
2036,str,2.2.1.1.1,43.47826086956522,10,13
2037,str,2.2.1.1.1(1/1),39.329656342808654,927,1430
2038,str,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",100.0,1,0
2039,str,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
2040,str,"2.2.1.1.1(1/1),4(1/1)",50.0,1,1
2041,str,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2042,str,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
2043,str,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",16.666666666666668,1,5
2044,str,2.2.1.1.1.i1(1/1),22.22222222222222,2,7
2045,str,2.2.1.1.1.i2(1/1),30.0,3,7
2046,str,2.2.1.1.1.i3(1/1),52.58397932816538,407,367
2047,str,2.2.1.1.2,0.0,0,1
2048,str,2.2.1.1.2(1/1),18.91891891891892,14,60
2049,str,2.2.1.2(1/1),57.142857142857146,4,3
2050,str,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2051,str,2.2.2,86.27450980392157,44,7
2052,str,2.2.2(1/1),55.5,111,89
2053,str,"2.2.2(1/1),3.2.2(1/1)",0.0,0,1
2054,str,"2.2.2,2.2.1.1.1",0.0,0,1
2055,str,3(1/1),0.0,0,3
2056,str,"3(1/1),4(1/1)",0.0,0,1
2057,str,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
2058,str,3.1(1/1),20.0,1,4
2059,str,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2060,str,3.1.1,0.0,0,3
2061,str,3.1.1(1/1),38.188976377952756,97,157
2062,str,"3.1.1(1/1),2.2.1.1.1(1/1)",66.66666666666667,2,1
2063,str,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
2064,str,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2065,str,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",0.0,0,1
2066,str,3.1.1.i1,0.0,0,1
2067,str,3.1.1.i1(1/1),22.22222222222222,6,21
2068,str,3.1.1.i2(1/1),21.73913043478261,10,36
2069,str,3.1.2(1/1),25.0,1,3
2070,str,3.2(1/1),0.0,0,1
2071,str,3.2.1(1/1),0.0,0,2
2072,str,3.2.2(1/1),25.0,1,3
2073,str,4,100.0,1,0
2074,str,4(1/1),10.76923076923077,7,58
2075,str,4.1(1/1),100.0,1,0
2076,str,4.1.i1.1.1(1/1),0.0,0,2
2077,str,4.1.i1.1.1.1,66.66666666666667,6,3
2078,str,4.1.i1.1.1.1(1/1),18.236472945891784,91,408
2079,str,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",80.0,4,1
2080,str,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",66.66666666666667,2,1
2081,str,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",33.333333333333336,1,2
2082,str,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
2083,str,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
2084,str,4.1.i1.1.1.2(1/1),14.285714285714286,1,6
2085,str,4.1.i1.1.2(1/1),40.0,2,3
2086,str,4.1.i1.2.1,3.225806451612903,1,30
2087,str,4.1.i1.2.1(1/1),43.93939393939394,87,111
2088,str,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
2089,str,4.1.i1.2.2(1/1),20.0,1,4
2090,str,4.1.i2.1(1/1),100.0,21,0
2091,str,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
2092,str,4.1.i2.2(1/1),100.0,2,0
2093,str,4.2.1.1.1.1.1.1.i1,50.0,2,2
2094,str,4.2.1.1.1.1.1.1.i1(1/1),20.118343195266274,102,405
2095,str,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
2096,str,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
2097,str,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
2098,str,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",100.0,1,0
2099,str,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",14.285714285714286,1,6
2100,str,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",25.0,1,3
2101,str,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2102,str,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
2103,str,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
2104,str,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",0.0,0,1
2105,str,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
2106,str,4.2.1.1.1.1.1.1.i2,7.6923076923076925,1,12
2107,str,4.2.1.1.1.1.1.1.i2(1/1),14.444444444444445,13,77
2108,str,4.2.1.1.1.1.1.2(1/1),0.0,0,1
2109,str,4.2.1.1.1.1.2(1/1),44.44444444444444,16,20
2110,str,4.2.1.1.1.2.1.1.1.1.1(1/1),0.0,0,21
2111,str,4.2.1.1.1.2.1.1.1.1.2(1/1),30.0,3,7
2112,str,4.2.1.1.1.2.1.1.2(1/1),6.896551724137931,2,27
2113,str,4.2.1.1.1.2.1.2(1/1),50.0,1,1
2114,str,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
2115,str,4.2.1.1.1.2.2.1.1.1.1(1/1),12.5,1,7
2116,str,4.2.1.1.1.2.2.1.1.1.2(1/1),50.0,4,4
2117,str,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2118,str,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
2119,str,4.2.1.1.1.2.2.1.2(1/1),62.5,5,3
2120,str,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",0.0,0,1
2121,str,4.2.1.1.1.2.2.2(1/1),0.0,0,1
2122,str,4.2.1.1.2,0.0,0,1
2123,str,4.2.1.1.2(1/1),7.8125,10,118
2124,str,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
2125,str,4.2.1.2.1.1(1/1),0.0,0,1
2126,str,4.2.1.2.1.1.i1,50.0,3,3
2127,str,4.2.1.2.1.1.i1(1/1),11.11111111111111,14,112
2128,str,4.2.1.2.1.1.i2,0.0,0,1
2129,str,4.2.1.2.1.1.i2(1/1),22.22222222222222,2,7
2130,str,4.2.1.2.1.1.i3(1/1),0.0,0,1
2131,str,4.2.1.2.1.1.i3.1,11.11111111111111,1,8
2132,str,4.2.1.2.1.1.i3.1(1/1),66.41791044776119,89,45
2133,str,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
2134,str,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
2135,str,4.2.1.2.1.1.i3.2,0.0,0,2
2136,str,4.2.1.2.1.1.i3.2(1/1),18.34862385321101,20,89
2137,str,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2138,str,4.2.1.2.1.1.i4.1,7.6923076923076925,2,24
2139,str,4.2.1.2.1.1.i4.1(1/1),30.642201834862384,167,378
2140,str,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
2141,str,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
2142,str,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
2143,str,4.2.1.2.1.1.i4.2(1/1),16.666666666666668,1,5
2144,str,4.2.1.2.1.2(1/1),0.0,0,4
2145,str,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2146,str,4.2.1.2.2.1(1/1),33.333333333333336,1,2
2147,str,4.2.1.2.2.1.1,94.73684210526316,18,1
2148,str,4.2.1.2.2.1.1(1/1),42.96875,55,73
2149,str,4.2.1.2.2.1.2,0.0,0,2
2150,str,4.2.1.2.2.1.2(1/1),4.545454545454546,1,21
2151,str,4.2.1.2.2.2(1/1),11.71875,15,113
2152,str,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
2153,str,4.2.2(1/1),60.0,18,12
2154,str,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
2155,str,4.2.2.1,0.0,0,2
2156,str,4.2.2.1(1/1),11.11111111111111,3,24
2157,str,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
2158,str,4.2.2.2.1(1/1),84.46115288220551,337,62
2159,str,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
2160,str,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",88.88888888888889,8,1
2161,str,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
2162,str,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",100.0,2,0
2163,str,4.2.2.2.2(1/1),6.918238993710692,11,148
2164,str,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,2,0
2165,str,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
2166,str,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
2167,str,5(1/1),0.0,0,1
2168,str,6(1/1),0.0,0,5
2169,str,nan,0.0,0,28
2170,str,unfilled,55.4054054054054,41,33
